0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779913	0.722413	6.65259	1.97674	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.11254	0.821251	6.65259	1.97674	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
0.78187	0.236848	3.90867	2.6457	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
0.977303	0.369133	3.90867	2.6457	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.39558	0.471669	4.77881	1.90547	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
1.63452	0.566942	4.77881	1.90547	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
1.94837	0.616567	4.91254	1.49269	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.194	0.691201	4.91254	1.49269	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.59514	0.693552	5.16947	0.933135	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
2.85361	0.740209	5.16947	0.933135	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.24496	0.660294	5.32238	0.290107	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.51108	0.674799	5.32238	0.290107	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.84273	0.671794	5.44072	0.191846	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.11477	0.681386	5.44072	0.191846	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.39697	0.678886	5.32318	0.125972	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.66313	0.685185	5.32318	0.125972	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.93376	0.670604	5.12071	0.0327873	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.1898	0.672244	5.12071	0.0327873	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.4447	0.670916	5.27379	0.0425973	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.70839	0.673046	5.27379	0.0425973	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
5.95326	0.576823	5.11046	-0.230997	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.20879	0.565273	5.11046	-0.230997	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.46973	0.638333	5.07558	-0.0196799	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.72351	0.637349	5.07558	-0.0196799	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
6.98406	0.627014	4.89737	-0.0586681	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.22892	0.624081	4.89737	-0.0586681	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.56695	0.668595	5.22002	0.0585622	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.82795	0.671523	5.22002	0.0585622	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.08872	0.726961	5.00777	0.161685	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.33911	0.735045	5.00777	0.161685	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.60455	0.942689	5.25869	0.616948	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.86749	0.973536	5.25869	0.616948	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.19768	1.02847	5.27556	0.655036	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.46146	1.06123	5.27556	0.655036	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.75532	1.20096	5.27729	0.868544	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
10.0192	1.24439	5.27729	0.868544	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.2684	1.38957	5.00783	1.04056	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.5188	1.4416	5.00783	1.04056	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.7463	1.53658	4.74198	1.09102	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.9834	1.59113	4.74198	1.09102	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.2676	1.58987	4.9164	0.998658	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.5134	1.63981	4.9164	0.998658	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.7268	1.65485	4.8383	0.932265	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.9687	1.70147	4.8383	0.932265	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.2168	1.85529	4.98301	1.14519	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.466	1.91255	4.98301	1.14519	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.7163	1.92818	5.08857	1.08935	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
